지역명,연도,월,전용면적,평당분양가격
강원,2021.0,10.0,102㎡~,11586.3
충북,2021.0,10.0,모든면적,8731.8
충북,2021.0,10.0,60㎡,8566.8
충북,2021.0,10.0,60㎡~85㎡,8817.6
충북,2021.0,10.0,85㎡~102㎡,8870.4
충북,2021.0,10.0,102㎡~,9075.0
충남,2021.0,10.0,모든면적,9629.4
충남,2021.0,10.0,60㎡,9589.8
충남,2021.0,10.0,60㎡~85㎡,9593.1
충남,2021.0,10.0,85㎡~102㎡,11180.4
충남,2021.0,10.0,102㎡~,11315.699999999999
전북,2021.0,10.0,모든면적,8860.5
전북,2021.0,10.0,60㎡,8824.199999999999
전북,2021.0,10.0,60㎡~85㎡,8794.5
전북,2021.0,10.0,85㎡~102㎡,10692.0
전북,2021.0,10.0,102㎡~,12064.8
전남,2021.0,10.0,모든면적,9886.8
전남,2021.0,10.0,60㎡,9537.0
전남,2021.0,10.0,60㎡~85㎡,9830.699999999999
전남,2021.0,10.0,102㎡~,10814.099999999999
경북,2021.0,10.0,모든면적,10332.3
경북,2021.0,10.0,60㎡,9665.699999999999
경북,2021.0,10.0,60㎡~85㎡,10292.699999999999
경북,2021.0,10.0,85㎡~102㎡,12688.5
경북,2021.0,10.0,102㎡~,12992.099999999999
경남,2021.0,10.0,모든면적,10969.199999999999
경남,2021.0,10.0,60㎡,10520.4
경남,2021.0,10.0,60㎡~85㎡,10913.099999999999
경남,2021.0,10.0,85㎡~102㎡,13157.099999999999
경남,2021.0,10.0,102㎡~,11876.699999999999
제주,2021.0,10.0,모든면적,22638.0
제주,2021.0,10.0,60㎡~85㎡,22397.1
제주,2021.0,10.0,85㎡~102㎡,19549.2
제주,2021.0,10.0,102㎡~,22489.5
서울,2021.0,11.0,모든면적,32841.6
서울,2021.0,11.0,60㎡,34824.9
서울,2021.0,11.0,60㎡~85㎡,35280.299999999996
서울,2021.0,11.0,85㎡~102㎡,23245.199999999997
인천,2021.0,11.0,모든면적,14704.8
인천,2021.0,11.0,60㎡,14516.699999999999
인천,2021.0,11.0,60㎡~85㎡,14685.0
인천,2021.0,11.0,85㎡~102㎡,16533.0
인천,2021.0,11.0,102㎡~,17770.5
경기,2021.0,11.0,모든면적,14774.099999999999
경기,2021.0,11.0,60㎡,14879.699999999999
경기,2021.0,11.0,60㎡~85㎡,14949.0
경기,2021.0,11.0,85㎡~102㎡,13685.099999999999
경기,2021.0,11.0,102㎡~,14978.699999999999
부산,2021.0,11.0,모든면적,15226.199999999999
부산,2021.0,11.0,60㎡,15589.199999999999
부산,2021.0,11.0,60㎡~85㎡,15199.8
부산,2021.0,11.0,85㎡~102㎡,13104.3
부산,2021.0,11.0,102㎡~,14450.699999999999
대구,2021.0,11.0,모든면적,15721.199999999999
대구,2021.0,11.0,60㎡,14879.699999999999
대구,2021.0,11.0,60㎡~85㎡,15783.9
대구,2021.0,11.0,85㎡~102㎡,16239.3
대구,2021.0,11.0,102㎡~,17021.399999999998
광주,2021.0,11.0,모든면적,14180.099999999999
광주,2021.0,11.0,60㎡,10754.699999999999
광주,2021.0,11.0,60㎡~85㎡,13275.9
광주,2021.0,11.0,102㎡~,16457.1
대전,2021.0,11.0,모든면적,12351.9
대전,2021.0,11.0,60㎡,12837.0
대전,2021.0,11.0,60㎡~85㎡,12348.599999999999
울산,2021.0,11.0,모든면적,14199.9
울산,2021.0,11.0,60㎡,16044.599999999999
울산,2021.0,11.0,60㎡~85㎡,14157.0
울산,2021.0,11.0,85㎡~102㎡,11599.5
세종,2021.0,11.0,모든면적,12767.699999999999
세종,2021.0,11.0,60㎡,13335.3
세종,2021.0,11.0,60㎡~85㎡,12813.9
세종,2021.0,11.0,85㎡~102㎡,12731.4
세종,2021.0,11.0,102㎡~,12345.3
강원,2021.0,11.0,모든면적,9929.699999999999
강원,2021.0,11.0,60㎡,9596.4
강원,2021.0,11.0,60㎡~85㎡,9662.4
강원,2021.0,11.0,85㎡~102㎡,11464.199999999999
강원,2021.0,11.0,102㎡~,11586.3
충북,2021.0,11.0,모든면적,8725.199999999999
충북,2021.0,11.0,60㎡,8543.699999999999
충북,2021.0,11.0,60㎡~85㎡,8814.3
충북,2021.0,11.0,85㎡~102㎡,8870.4
충북,2021.0,11.0,102㎡~,9022.199999999999
충남,2021.0,11.0,모든면적,9471.0
충남,2021.0,11.0,60㎡,9477.6
충남,2021.0,11.0,60㎡~85㎡,9441.3
충남,2021.0,11.0,85㎡~102㎡,11180.4
충남,2021.0,11.0,102㎡~,11421.3
전북,2021.0,11.0,모든면적,8976.0
전북,2021.0,11.0,60㎡,9009.0
전북,2021.0,11.0,60㎡~85㎡,8923.199999999999
전북,2021.0,11.0,85㎡~102㎡,9698.699999999999
전북,2021.0,11.0,102㎡~,9596.4
전남,2021.0,11.0,모든면적,9764.699999999999
전남,2021.0,11.0,60㎡,9537.0
전남,2021.0,11.0,60㎡~85㎡,9711.9
전남,2021.0,11.0,102㎡~,11028.599999999999
경북,2021.0,11.0,모든면적,10434.599999999999
경북,2021.0,11.0,60㎡,9705.3
경북,2021.0,11.0,60㎡~85㎡,10404.9
경북,2021.0,11.0,85㎡~102㎡,12483.9
경북,2021.0,11.0,102㎡~,12952.5
경남,2021.0,11.0,모든면적,10692.0
경남,2021.0,11.0,60㎡,9880.199999999999
경남,2021.0,11.0,60㎡~85㎡,10649.099999999999
경남,2021.0,11.0,85㎡~102㎡,13157.099999999999
경남,2021.0,11.0,102㎡~,11470.8
제주,2021.0,11.0,모든면적,22638.0
제주,2021.0,11.0,60㎡~85㎡,22397.1
제주,2021.0,11.0,85㎡~102㎡,19549.2
제주,2021.0,11.0,102㎡~,22489.5
서울,2021.0,12.0,모든면적,32943.9
서울,2021.0,12.0,60㎡,34824.9
서울,2021.0,12.0,60㎡~85㎡,35461.799999999996
서울,2021.0,12.0,85㎡~102㎡,24004.199999999997
인천,2021.0,12.0,모든면적,15018.3
인천,2021.0,12.0,60㎡,14397.9
인천,2021.0,12.0,60㎡~85㎡,14935.8
인천,2021.0,12.0,85㎡~102㎡,17173.2
인천,2021.0,12.0,102㎡~,18595.5
경기,2021.0,12.0,모든면적,14711.4
경기,2021.0,12.0,60㎡,15024.9
경기,2021.0,12.0,60㎡~85㎡,14955.599999999999
경기,2021.0,12.0,85㎡~102㎡,13094.4
경기,2021.0,12.0,102㎡~,15595.8
부산,2021.0,12.0,모든면적,16767.3
부산,2021.0,12.0,60㎡,16259.099999999999
부산,2021.0,12.0,60㎡~85㎡,16869.6
부산,2021.0,12.0,85㎡~102㎡,19555.8
부산,2021.0,12.0,102㎡~,17909.1
대구,2021.0,12.0,모든면적,16008.3
대구,2021.0,12.0,60㎡,15074.4
대구,2021.0,12.0,60㎡~85㎡,16047.9
대구,2021.0,12.0,85㎡~102㎡,16338.3
대구,2021.0,12.0,102㎡~,16975.2
광주,2021.0,12.0,모든면적,14536.5
광주,2021.0,12.0,60㎡,12843.599999999999
광주,2021.0,12.0,60㎡~85㎡,14586.0
광주,2021.0,12.0,102㎡~,16338.3
대전,2021.0,12.0,모든면적,12414.599999999999
대전,2021.0,12.0,60㎡,12837.0
대전,2021.0,12.0,60㎡~85㎡,12427.8
울산,2021.0,12.0,모든면적,14447.4
울산,2021.0,12.0,60㎡,16044.599999999999
울산,2021.0,12.0,60㎡~85㎡,14381.4
울산,2021.0,12.0,85㎡~102㎡,14602.5
세종,2021.0,12.0,모든면적,12338.699999999999
세종,2021.0,12.0,60㎡,12358.5
세종,2021.0,12.0,60㎡~85㎡,12190.199999999999
세종,2021.0,12.0,85㎡~102㎡,12731.4
세종,2021.0,12.0,102㎡~,12134.099999999999
강원,2021.0,12.0,모든면적,10002.3
강원,2021.0,12.0,60㎡,10246.5
강원,2021.0,12.0,60㎡~85㎡,9744.9
강원,2021.0,12.0,85㎡~102㎡,11596.199999999999
강원,2021.0,12.0,102㎡~,11579.699999999999
충북,2021.0,12.0,모든면적,9005.699999999999
충북,2021.0,12.0,60㎡,8768.1
충북,2021.0,12.0,60㎡~85㎡,9025.5
충북,2021.0,12.0,85㎡~102㎡,9081.6
충북,2021.0,12.0,102㎡~,9157.5
충남,2021.0,12.0,모든면적,9665.699999999999
충남,2021.0,12.0,60㎡,9708.6
충남,2021.0,12.0,60㎡~85㎡,9649.199999999999
충남,2021.0,12.0,85㎡~102㎡,12645.599999999999
충남,2021.0,12.0,102㎡~,11421.3
전북,2021.0,12.0,모든면적,9164.1
전북,2021.0,12.0,60㎡,9009.0
전북,2021.0,12.0,60㎡~85㎡,9098.1
전북,2021.0,12.0,85㎡~102㎡,10447.8
전북,2021.0,12.0,102㎡~,9834.0
전남,2021.0,12.0,모든면적,9543.6
전남,2021.0,12.0,60㎡,9484.199999999999
전남,2021.0,12.0,60㎡~85㎡,9490.8
전남,2021.0,12.0,102㎡~,12375.0
경북,2021.0,12.0,모든면적,10880.099999999999
경북,2021.0,12.0,60㎡,9900.0
경북,2021.0,12.0,60㎡~85㎡,10787.699999999999
경북,2021.0,12.0,85㎡~102㎡,13777.5
경북,2021.0,12.0,102㎡~,13299.0
경남,2021.0,12.0,모든면적,10919.699999999999
경남,2021.0,12.0,60㎡,10302.599999999999
경남,2021.0,12.0,60㎡~85㎡,10837.199999999999
경남,2021.0,12.0,85㎡~102㎡,13157.099999999999
경남,2021.0,12.0,102㎡~,11559.9
제주,2021.0,12.0,모든면적,21694.199999999997
제주,2021.0,12.0,60㎡,9444.6
제주,2021.0,12.0,60㎡~85㎡,21502.8
제주,2021.0,12.0,85㎡~102㎡,19549.2
제주,2021.0,12.0,102㎡~,21426.899999999998
서울,2022.0,1.0,모든면적,31620.6
서울,2022.0,1.0,60㎡,32877.9
서울,2022.0,1.0,60㎡~85㎡,33858.0
서울,2022.0,1.0,85㎡~102㎡,24004.199999999997
서울,2022.0,1.0,102㎡~,29412.899999999998
인천,2022.0,1.0,모든면적,15265.8
인천,2022.0,1.0,60㎡,14397.9
인천,2022.0,1.0,60㎡~85㎡,15209.699999999999
인천,2022.0,1.0,85㎡~102㎡,20539.199999999997
인천,2022.0,1.0,102㎡~,18569.1
경기,2022.0,1.0,모든면적,15071.099999999999
경기,2022.0,1.0,60㎡,15090.9
경기,2022.0,1.0,60㎡~85㎡,15331.8
경기,2022.0,1.0,85㎡~102㎡,13269.3
경기,2022.0,1.0,102㎡~,16090.8
부산,2022.0,1.0,모든면적,16945.5
부산,2022.0,1.0,60㎡,16259.099999999999
부산,2022.0,1.0,60㎡~85㎡,17054.399999999998
부산,2022.0,1.0,85㎡~102㎡,19555.8
부산,2022.0,1.0,102㎡~,17909.1
대구,2022.0,1.0,모든면적,15981.9
대구,2022.0,1.0,60㎡,15057.9
대구,2022.0,1.0,60㎡~85㎡,16018.199999999999
대구,2022.0,1.0,85㎡~102㎡,16338.3
대구,2022.0,1.0,102㎡~,16932.3
광주,2022.0,1.0,모든면적,14576.099999999999
광주,2022.0,1.0,60㎡,12843.599999999999
광주,2022.0,1.0,60㎡~85㎡,14688.3
광주,2022.0,1.0,102㎡~,16338.3
대전,2022.0,1.0,모든면적,13157.099999999999
대전,2022.0,1.0,60㎡,13761.0
대전,2022.0,1.0,60㎡~85㎡,13160.4
울산,2022.0,1.0,모든면적,14671.8
울산,2022.0,1.0,60㎡,16044.599999999999
울산,2022.0,1.0,60㎡~85㎡,14582.699999999999
울산,2022.0,1.0,85㎡~102㎡,14602.5
세종,2022.0,1.0,모든면적,11926.199999999999
세종,2022.0,1.0,60㎡,10523.699999999999
세종,2022.0,1.0,60㎡~85㎡,11101.199999999999
세종,2022.0,1.0,85㎡~102㎡,12771.0
세종,2022.0,1.0,102㎡~,12081.3
강원,2022.0,1.0,모든면적,10002.3
강원,2022.0,1.0,60㎡,10246.5
강원,2022.0,1.0,60㎡~85㎡,9744.9
강원,2022.0,1.0,85㎡~102㎡,11596.199999999999
강원,2022.0,1.0,102㎡~,11579.699999999999
충북,2022.0,1.0,모든면적,9075.0
충북,2022.0,1.0,60㎡,8768.1
충북,2022.0,1.0,60㎡~85㎡,9081.6
충북,2022.0,1.0,85㎡~102㎡,9791.1
충북,2022.0,1.0,102㎡~,9652.5
충남,2022.0,1.0,모든면적,9834.0
충남,2022.0,1.0,60㎡,9708.6
충남,2022.0,1.0,60㎡~85㎡,9817.5
충남,2022.0,1.0,85㎡~102㎡,12645.599999999999
충남,2022.0,1.0,102㎡~,11820.599999999999
전북,2022.0,1.0,모든면적,9378.6
전북,2022.0,1.0,60㎡,9009.0
전북,2022.0,1.0,60㎡~85㎡,9306.0
전북,2022.0,1.0,85㎡~102㎡,10447.8
전북,2022.0,1.0,102㎡~,10289.4
전남,2022.0,1.0,모든면적,9890.1
전남,2022.0,1.0,60㎡,10055.1
전남,2022.0,1.0,60㎡~85㎡,9820.8
전남,2022.0,1.0,102㎡~,12325.5
경북,2022.0,1.0,모든면적,10880.099999999999
경북,2022.0,1.0,60㎡,9936.3
경북,2022.0,1.0,60㎡~85㎡,10787.699999999999
경북,2022.0,1.0,85㎡~102㎡,13777.5
경북,2022.0,1.0,102㎡~,13299.0
경남,2022.0,1.0,모든면적,10936.199999999999
경남,2022.0,1.0,60㎡,10312.5
경남,2022.0,1.0,60㎡~85㎡,10853.699999999999
경남,2022.0,1.0,85㎡~102㎡,13157.099999999999
경남,2022.0,1.0,102㎡~,11559.9
제주,2022.0,1.0,모든면적,21694.199999999997
제주,2022.0,1.0,60㎡,9444.6
제주,2022.0,1.0,60㎡~85㎡,21502.8
제주,2022.0,1.0,85㎡~102㎡,19549.2
제주,2022.0,1.0,102㎡~,21426.899999999998
서울,2022.0,2.0,모든면적,32396.1
서울,2022.0,2.0,60㎡,34062.6
서울,2022.0,2.0,60㎡~85㎡,33716.1
서울,2022.0,2.0,85㎡~102㎡,23855.699999999997
서울,2022.0,2.0,102㎡~,29412.899999999998
인천,2022.0,2.0,모든면적,15219.599999999999
인천,2022.0,2.0,60㎡,14995.199999999999
인천,2022.0,2.0,60㎡~85㎡,15150.3
인천,2022.0,2.0,85㎡~102㎡,20351.1
인천,2022.0,2.0,102㎡~,18427.2
경기,2022.0,2.0,모든면적,15724.5
경기,2022.0,2.0,60㎡,16034.699999999999
경기,2022.0,2.0,60㎡~85㎡,15797.099999999999
경기,2022.0,2.0,85㎡~102㎡,13434.3
경기,2022.0,2.0,102㎡~,15490.199999999999
부산,2022.0,2.0,모든면적,17120.399999999998
부산,2022.0,2.0,60㎡,16519.8
부산,2022.0,2.0,60㎡~85㎡,17239.2
부산,2022.0,2.0,85㎡~102㎡,19555.8
부산,2022.0,2.0,102㎡~,17909.1
대구,2022.0,2.0,모든면적,16397.7
대구,2022.0,2.0,60㎡,15057.9
대구,2022.0,2.0,60㎡~85㎡,16430.7
대구,2022.0,2.0,85㎡~102㎡,16374.599999999999
대구,2022.0,2.0,102㎡~,17641.8
광주,2022.0,2.0,모든면적,14572.8
광주,2022.0,2.0,60㎡,12843.599999999999
광주,2022.0,2.0,60㎡~85㎡,14688.3
광주,2022.0,2.0,102㎡~,16410.899999999998
대전,2022.0,2.0,모든면적,13226.4
대전,2022.0,2.0,60㎡,13823.699999999999
대전,2022.0,2.0,60㎡~85㎡,13233.0
울산,2022.0,2.0,모든면적,14671.8
울산,2022.0,2.0,60㎡,16044.599999999999
울산,2022.0,2.0,60㎡~85㎡,14582.699999999999
울산,2022.0,2.0,85㎡~102㎡,14602.5
세종,2022.0,2.0,모든면적,11926.199999999999
세종,2022.0,2.0,60㎡,10523.699999999999
세종,2022.0,2.0,60㎡~85㎡,11101.199999999999
세종,2022.0,2.0,85㎡~102㎡,12771.0
세종,2022.0,2.0,102㎡~,12081.3
강원,2022.0,2.0,모든면적,10131.0
강원,2022.0,2.0,60㎡,10421.4
강원,2022.0,2.0,60㎡~85㎡,9880.199999999999
강원,2022.0,2.0,85㎡~102㎡,11596.199999999999
강원,2022.0,2.0,102㎡~,11982.3
충북,2022.0,2.0,모든면적,9042.0
충북,2022.0,2.0,60㎡,8768.1
충북,2022.0,2.0,60㎡~85㎡,9038.699999999999
충북,2022.0,2.0,85㎡~102㎡,9791.1
충북,2022.0,2.0,102㎡~,9652.5
충남,2022.0,2.0,모든면적,9837.3
충남,2022.0,2.0,60㎡,9708.6
충남,2022.0,2.0,60㎡~85㎡,10414.8
충남,2022.0,2.0,85㎡~102㎡,12645.599999999999
충남,2022.0,2.0,102㎡~,11820.599999999999
전북,2022.0,2.0,모든면적,9454.5
전북,2022.0,2.0,60㎡,9009.0
전북,2022.0,2.0,60㎡~85㎡,9381.9
전북,2022.0,2.0,85㎡~102㎡,10447.8
전북,2022.0,2.0,102㎡~,10474.199999999999
전남,2022.0,2.0,모든면적,10124.4
전남,2022.0,2.0,60㎡,11295.9
전남,2022.0,2.0,60㎡~85㎡,10071.6
전남,2022.0,2.0,85㎡~102㎡,9216.9
전남,2022.0,2.0,102㎡~,11734.8
경북,2022.0,2.0,모든면적,11282.699999999999
경북,2022.0,2.0,60㎡,10444.5
경북,2022.0,2.0,60㎡~85㎡,11173.8
경북,2022.0,2.0,85㎡~102㎡,13777.5
경북,2022.0,2.0,102㎡~,13299.0
경남,2022.0,2.0,모든면적,11048.4
경남,2022.0,2.0,60㎡,10754.699999999999
경남,2022.0,2.0,60㎡~85㎡,11018.699999999999
경남,2022.0,2.0,85㎡~102㎡,12992.099999999999
경남,2022.0,2.0,102㎡~,11655.599999999999
제주,2022.0,2.0,모든면적,21093.6
제주,2022.0,2.0,60㎡,9444.6
제주,2022.0,2.0,60㎡~85㎡,20842.8
제주,2022.0,2.0,85㎡~102㎡,19549.2
제주,2022.0,2.0,102㎡~,21426.899999999998
서울,2022.0,3.0,모든면적,31835.1
서울,2022.0,3.0,60㎡,33184.799999999996
서울,2022.0,3.0,60㎡~85㎡,33716.1
서울,2022.0,3.0,85㎡~102㎡,23855.699999999997
서울,2022.0,3.0,102㎡~,29412.899999999998
인천,2022.0,3.0,모든면적,15262.5
인천,2022.0,3.0,60㎡,14846.699999999999
인천,2022.0,3.0,60㎡~85㎡,15186.599999999999
인천,2022.0,3.0,85㎡~102㎡,20351.1
인천,2022.0,3.0,102㎡~,18503.1
경기,2022.0,3.0,모든면적,15793.8
경기,2022.0,3.0,60㎡,16140.3
경기,2022.0,3.0,60㎡~85㎡,15807.0
경기,2022.0,3.0,85㎡~102㎡,15757.5
경기,2022.0,3.0,102㎡~,15110.699999999999
부산,2022.0,3.0,모든면적,16899.3
부산,2022.0,3.0,60㎡,16328.4
부산,2022.0,3.0,60㎡~85㎡,16985.1
부산,2022.0,3.0,85㎡~102㎡,19555.8
부산,2022.0,3.0,102㎡~,17909.1
대구,2022.0,3.0,모든면적,16424.1
대구,2022.0,3.0,60㎡,15387.9
대구,2022.0,3.0,60㎡~85㎡,16391.1
대구,2022.0,3.0,85㎡~102㎡,16417.5
대구,2022.0,3.0,102㎡~,17734.2
광주,2022.0,3.0,모든면적,14995.199999999999
광주,2022.0,3.0,60㎡,12843.599999999999
광주,2022.0,3.0,60㎡~85㎡,15137.099999999999
광주,2022.0,3.0,102㎡~,16410.899999999998
대전,2022.0,3.0,모든면적,13226.4
대전,2022.0,3.0,60㎡,13823.699999999999
대전,2022.0,3.0,60㎡~85㎡,13233.0
울산,2022.0,3.0,모든면적,15889.5
울산,2022.0,3.0,60㎡,17351.399999999998
울산,2022.0,3.0,60㎡~85㎡,15981.9
울산,2022.0,3.0,85㎡~102㎡,14602.5
울산,2022.0,3.0,102㎡~,27188.699999999997
세종,2022.0,3.0,모든면적,11926.199999999999
세종,2022.0,3.0,60㎡,10523.699999999999
세종,2022.0,3.0,60㎡~85㎡,11101.199999999999
세종,2022.0,3.0,85㎡~102㎡,12771.0
세종,2022.0,3.0,102㎡~,12081.3
강원,2022.0,3.0,모든면적,10355.4
강원,2022.0,3.0,60㎡,10421.4
강원,2022.0,3.0,60㎡~85㎡,10104.6
강원,2022.0,3.0,85㎡~102㎡,12493.8
강원,2022.0,3.0,102㎡~,12790.8
충북,2022.0,3.0,모든면적,9028.8
충북,2022.0,3.0,60㎡,9121.199999999999
충북,2022.0,3.0,60㎡~85㎡,9025.5
충북,2022.0,3.0,85㎡~102㎡,9791.1
충북,2022.0,3.0,102㎡~,9550.199999999999
충남,2022.0,3.0,모든면적,10015.5
충남,2022.0,3.0,60㎡,9781.199999999999
충남,2022.0,3.0,60㎡~85㎡,10698.599999999999
충남,2022.0,3.0,85㎡~102㎡,12645.599999999999
충남,2022.0,3.0,102㎡~,11866.8
전북,2022.0,3.0,모든면적,9434.699999999999
전북,2022.0,3.0,60㎡,9009.0
전북,2022.0,3.0,60㎡~85㎡,9378.6
전북,2022.0,3.0,85㎡~102㎡,10447.8
전북,2022.0,3.0,102㎡~,10474.199999999999
전남,2022.0,3.0,모든면적,10114.5
전남,2022.0,3.0,60㎡,11295.9
전남,2022.0,3.0,60㎡~85㎡,10061.699999999999
전남,2022.0,3.0,85㎡~102㎡,9216.9
전남,2022.0,3.0,102㎡~,11748.0
경북,2022.0,3.0,모든면적,11282.699999999999
경북,2022.0,3.0,60㎡,10444.5
경북,2022.0,3.0,60㎡~85㎡,11173.8
경북,2022.0,3.0,85㎡~102㎡,13777.5
경북,2022.0,3.0,102㎡~,13299.0
경남,2022.0,3.0,모든면적,11187.0
경남,2022.0,3.0,60㎡,10754.699999999999
경남,2022.0,3.0,60㎡~85㎡,11177.099999999999
경남,2022.0,3.0,85㎡~102㎡,12549.9
경남,2022.0,3.0,102㎡~,11962.5
제주,2022.0,3.0,모든면적,19239.0
제주,2022.0,3.0,60㎡,9444.6
제주,2022.0,3.0,60㎡~85㎡,18833.1
제주,2022.0,3.0,85㎡~102㎡,19549.2
제주,2022.0,3.0,102㎡~,20651.399999999998
서울,2022.0,4.0,모든면적,32244.3
서울,2022.0,4.0,60㎡,33884.4
서울,2022.0,4.0,60㎡~85㎡,33716.1
서울,2022.0,4.0,85㎡~102㎡,23855.699999999997
서울,2022.0,4.0,102㎡~,29412.899999999998
인천,2022.0,4.0,모든면적,15671.699999999999
인천,2022.0,4.0,60㎡,15361.5
인천,2022.0,4.0,60㎡~85㎡,15658.5
인천,2022.0,4.0,85㎡~102㎡,20351.1
인천,2022.0,4.0,102㎡~,18582.3
경기,2022.0,4.0,모든면적,15879.599999999999
경기,2022.0,4.0,60㎡,15909.3
경기,2022.0,4.0,60㎡~85㎡,15899.4
경기,2022.0,4.0,85㎡~102㎡,15757.5
경기,2022.0,4.0,102㎡~,15034.8
부산,2022.0,4.0,모든면적,16899.3
부산,2022.0,4.0,60㎡,16328.4
부산,2022.0,4.0,60㎡~85㎡,16985.1
부산,2022.0,4.0,85㎡~102㎡,19555.8
부산,2022.0,4.0,102㎡~,17909.1
대구,2022.0,4.0,모든면적,16150.199999999999
대구,2022.0,4.0,60㎡,15387.9
대구,2022.0,4.0,60㎡~85㎡,16203.0
대구,2022.0,4.0,85㎡~102㎡,16417.5
대구,2022.0,4.0,102㎡~,16176.599999999999
광주,2022.0,4.0,모든면적,14995.199999999999
광주,2022.0,4.0,60㎡,12843.599999999999
광주,2022.0,4.0,60㎡~85㎡,15137.099999999999
광주,2022.0,4.0,102㎡~,16410.899999999998
대전,2022.0,4.0,모든면적,13681.8
대전,2022.0,4.0,60㎡,13823.699999999999
대전,2022.0,4.0,60㎡~85㎡,13711.5
대전,2022.0,4.0,102㎡~,13035.0
울산,2022.0,4.0,모든면적,18225.899999999998
울산,2022.0,4.0,60㎡,17351.399999999998
울산,2022.0,4.0,60㎡~85㎡,18417.3
울산,2022.0,4.0,85㎡~102㎡,17602.2
울산,2022.0,4.0,102㎡~,27188.699999999997
세종,2022.0,4.0,모든면적,11926.199999999999
세종,2022.0,4.0,60㎡,10523.699999999999
세종,2022.0,4.0,60㎡~85㎡,11101.199999999999
세종,2022.0,4.0,85㎡~102㎡,12771.0
세종,2022.0,4.0,102㎡~,12081.3
강원,2022.0,4.0,모든면적,10503.9
강원,2022.0,4.0,60㎡,10619.4
강원,2022.0,4.0,60㎡~85㎡,10226.699999999999
강원,2022.0,4.0,85㎡~102㎡,12493.8
강원,2022.0,4.0,102㎡~,12579.599999999999
충북,2022.0,4.0,모든면적,9372.0
충북,2022.0,4.0,60㎡,9121.199999999999
충북,2022.0,4.0,60㎡~85㎡,9358.8
충북,2022.0,4.0,85㎡~102㎡,10170.599999999999
충북,2022.0,4.0,102㎡~,10266.3
충남,2022.0,4.0,모든면적,10041.9
충남,2022.0,4.0,60㎡,9768.0
충남,2022.0,4.0,60㎡~85㎡,10711.8
충남,2022.0,4.0,85㎡~102㎡,14114.099999999999
충남,2022.0,4.0,102㎡~,11866.8
전북,2022.0,4.0,모든면적,9510.6
전북,2022.0,4.0,60㎡,9108.0
전북,2022.0,4.0,60㎡~85㎡,9428.1
전북,2022.0,4.0,85㎡~102㎡,10447.8
전북,2022.0,4.0,102㎡~,10474.199999999999
전남,2022.0,4.0,모든면적,10233.3
전남,2022.0,4.0,60㎡,11295.9
전남,2022.0,4.0,60㎡~85㎡,10071.6
전남,2022.0,4.0,85㎡~102㎡,9216.9
전남,2022.0,4.0,102㎡~,11777.699999999999
경북,2022.0,4.0,모든면적,11319.0
경북,2022.0,4.0,60㎡,10480.8
경북,2022.0,4.0,60㎡~85㎡,11206.8
경북,2022.0,4.0,85㎡~102㎡,13777.5
경북,2022.0,4.0,102㎡~,13299.0
경남,2022.0,4.0,모든면적,12021.9
경남,2022.0,4.0,60㎡,11196.9
경남,2022.0,4.0,60㎡~85㎡,11926.199999999999
경남,2022.0,4.0,85㎡~102㎡,14454.0
경남,2022.0,4.0,102㎡~,13077.9
제주,2022.0,4.0,모든면적,19239.0
제주,2022.0,4.0,60㎡,9444.6
제주,2022.0,4.0,60㎡~85㎡,18833.1
제주,2022.0,4.0,85㎡~102㎡,19549.2
제주,2022.0,4.0,102㎡~,20651.399999999998
서울,2022.0,5.0,모든면적,28215.0
서울,2022.0,5.0,60㎡,29373.3
서울,2022.0,5.0,60㎡~85㎡,26215.199999999997
서울,2022.0,5.0,85㎡~102㎡,23855.699999999997
서울,2022.0,5.0,102㎡~,29412.899999999998
인천,2022.0,5.0,모든면적,15807.0
인천,2022.0,5.0,60㎡,15364.8
인천,2022.0,5.0,60㎡~85㎡,15846.599999999999
인천,2022.0,5.0,85㎡~102㎡,20351.1
인천,2022.0,5.0,102㎡~,18674.7
경기,2022.0,5.0,모든면적,16031.4
경기,2022.0,5.0,60㎡,16453.8
경기,2022.0,5.0,60㎡~85㎡,16034.699999999999
경기,2022.0,5.0,85㎡~102㎡,15645.3
경기,2022.0,5.0,102㎡~,16143.599999999999
부산,2022.0,5.0,모든면적,17526.3
부산,2022.0,5.0,60㎡,16929.0
부산,2022.0,5.0,60㎡~85㎡,17681.399999999998
부산,2022.0,5.0,85㎡~102㎡,17301.899999999998
부산,2022.0,5.0,102㎡~,20083.8
대구,2022.0,5.0,모든면적,16047.9
대구,2022.0,5.0,60㎡,15371.4
대구,2022.0,5.0,60㎡~85㎡,16064.4
대구,2022.0,5.0,85㎡~102㎡,16546.2
대구,2022.0,5.0,102㎡~,16295.4
광주,2022.0,5.0,모든면적,14991.9
광주,2022.0,5.0,60㎡,11751.3
광주,2022.0,5.0,60㎡~85㎡,15137.099999999999
광주,2022.0,5.0,102㎡~,16410.899999999998
대전,2022.0,5.0,모든면적,13714.8
대전,2022.0,5.0,60㎡,13929.3
대전,2022.0,5.0,60㎡~85㎡,13731.3
대전,2022.0,5.0,102㎡~,13035.0
울산,2022.0,5.0,모든면적,18018.0
울산,2022.0,5.0,60㎡,15335.099999999999
울산,2022.0,5.0,60㎡~85㎡,18291.899999999998
울산,2022.0,5.0,85㎡~102㎡,17602.2
울산,2022.0,5.0,102㎡~,27188.699999999997
